MOV-0000069,STR-001,SKU-102,SALE,-36,2026-07-07T16:15:00Z
MOV-0000070,STR-001,SKU-102,SALE,-38,2026-07-08T10:21:00Z
MOV-0000071,STR-001,SKU-102,SALE,-29,2026-07-09T07:06:00Z
MOV-0000072,STR-001,SKU-102,SALE,-40,2026-07-10T08:56:00Z
MOV-0000073,STR-001,SKU-102,DELIVERY,276,2026-07-11T06:27:00Z
MOV-0000074,STR-001,SKU-102,SALE,-49,2026-07-11T13:15:00Z
MOV-0000075,STR-001,SKU-102,SALE,-41,2026-07-12T09:05:00Z
MOV-0000076,STR-001,SKU-102,SALE,-28,2026-07-13T17:42:00Z
MOV-0000077,STR-001,SKU-102,SALE,-40,2026-07-14T15:38:00Z
MOV-0000078,STR-001,SKU-102,SALE,-35,2026-07-15T16:27:00Z
MOV-0000079,STR-001,SKU-102,SALE,-34,2026-07-16T13:56:00Z
MOV-0000080,STR-001,SKU-102,SALE,-49,2026-07-17T09:36:00Z
MOV-0000081,STR-001,SKU-102,DELIVERY,337,2026-07-18T06:08:00Z
MOV-0000082,STR-001,SKU-102,SALE,-61,2026-07-18T09:07:00Z
MOV-0000083,STR-001,SKU-102,SALE,-40,2026-07-19T17:49:00Z
MOV-0000084,STR-001,SKU-102,SALE,-36,2026-07-20T14:40:00Z
MOV-0000085,STR-001,SKU-102,SALE,-43,2026-07-21T11:05:00Z
MOV-0000086,STR-001,SKU-102,SALE,-49,2026-07-22T10:01:00Z
MOV-0000087,STR-001,SKU-102,SALE,-44,2026-07-23T07:29:00Z
MOV-0000088,STR-001,SKU-102,SALE,-64,2026-07-24T07:07:00Z
MOV-0000089,STR-001,SKU-102,DELIVERY,322,2026-07-25T06:38:00Z
MOV-0000090,STR-001,SKU-102,SALE,-63,2026-07-25T18:20:00Z
MOV-0000091,STR-001,SKU-102,SALE,-53,2026-07-26T13:18:00Z
MOV-0000092,STR-001,SKU-102,SALE,-37,2026-07-27T09:56:00Z
MOV-0000093,STR-001,SKU-102,SALE,-37,2026-07-28T07:31:00Z
MOV-0000094,STR-001,SKU-102,SALE,-43,2026-07-29T10:45:00Z
MOV-0000095,STR-001,SKU-102,SALE,-44,2026-07-30T17:35:00Z
MOV-0000096,STR-001,SKU-102,SALE,-45,2026-07-31T11:44:00Z
MOV-0000097,STR-001,SKU-102,DELIVERY,290,2026-08-01T06:32:00Z
MOV-0000098,STR-001,SKU-102,SALE,-69,2026-08-01T09:46:00Z
MOV-0000099,STR-001,SKU-102,SALE,-55,2026-08-02T17:51:00Z
MOV-0000100,STR-001,SKU-102,SALE,-32,2026-08-03T13:18:00Z
MOV-0000101,STR-001,SKU-102,SALE,-27,2026-08-04T18:19:00Z
MOV-0000102,STR-001,SKU-102,SALE,-35,2026-08-05T18:41:00Z
MOV-0000103,STR-001,SKU-102,SALE,-38,2026-08-06T14:13:00Z
MOV-0000104,STR-001,SKU-102,SALE,-34,2026-08-07T14:57:00Z
MOV-0000105,STR-001,SKU-102,DELIVERY,303,2026-08-08T06:19:00Z
MOV-0000106,STR-001,SKU-102,SALE,-49,2026-08-08T12:18:00Z
MOV-0000107,STR-001,SKU-102,SALE,-38,2026-08-09T12:28:00Z
MOV-0000108,STR-001,SKU-102,SALE,-36,2026-08-10T15:54:00Z
MOV-0000109,STR-001,SKU-102,SALE,-38,2026-08-11T07:17:00Z
MOV-0000110,STR-001,SKU-102,SALE,-39,2026-08-12T15:40:00Z
MOV-0000111,STR-001,SKU-102,SALE,-49,2026-08-13T12:52:00Z
MOV-0000112,STR-001,SKU-102,SALE,-54,2026-08-14T15:27:00Z
MOV-0000113,STR-001,SKU-102,DELIVERY,374,2026-08-15T06:50:00Z
MOV-0000114,STR-001,SKU-102,SALE,-73,2026-08-15T07:18:00Z
MOV-0000115,STR-001,SKU-102,SALE,-50,2026-08-16T16:11:00Z
MOV-0000116,STR-001,SKU-102,SALE,-42,2026-08-17T09:09:00Z
MOV-0000117,STR-001,SKU-102,SALE,-48,2026-08-18T10:28:00Z
MOV-0000118,STR-001,SKU-102,SALE,-53,2026-08-19T14:40:00Z
MOV-0000119,STR-001,SKU-102,SALE,-51,2026-08-20T12:55:00Z
MOV-0000120,STR-001,SKU-102,SALE,-57,2026-08-21T11:29:00Z
MOV-0000121,STR-001,SKU-102,DELIVERY,281,2026-08-22T06:57:00Z
MOV-0000122,STR-001,SKU-102,SALE,-51,2026-08-22T11:20:00Z
MOV-0000123,STR-001,SKU-102,SALE,-49,2026-08-23T09:10:00Z
MOV-0000124,STR-001,SKU-102,SALE,-26,2026-08-24T11:18:00Z
MOV-0000125,STR-001,SKU-102,SALE,-33,2026-08-25T12:07:00Z
MOV-0000126,STR-001,SKU-102,SALE,-38,2026-08-26T17:57:00Z
MOV-0000127,STR-001,SKU-102,SALE,-45,2026-08-27T15:31:00Z
MOV-0000128,STR-001,SKU-102,SALE,-39,2026-08-28T14:05:00Z
MOV-0000129,STR-001,SKU-102,DELIVERY,147,2026-08-29T06:50:00Z
MOV-0000130,STR-001,SKU-102,SALE,-47,2026-08-29T14:42:00Z
MOV-0000131,STR-001,SKU-102,SALE,-37,2026-08-30T14:24:00Z
MOV-0000132,STR-001,SKU-102,SALE,-31,2026-08-31T08:31:00Z
MOV-0000133,STR-001,SKU-102,SALE,-32,2026-09-01T07:45:00Z
MOV-0000134,STR-001,SKU-103,SALE,-31,2026-07-06T07:01:00Z
MOV-0000135,STR-001,SKU-103,SALE,-47,2026-07-07T09:00:00Z
MOV-0000136,STR-001,SKU-103,SALE,-51,2026-07-08T08:20:00Z
MOV-0000137,STR-001,SKU-103,SALE,-44,2026-07-09T08:20:00Z
MOV-0000138,STR-001,SKU-103,SALE,-42,2026-07-10T14:33:00Z
MOV-0000139,STR-001,SKU-103,DELIVERY,326,2026-07-11T06:20:00Z
MOV-0000140,STR-001,SKU-103,SALE,-67,2026-07-11T16:51:00Z
MOV-0000141,STR-001,SKU-103,SALE,-59,2026-07-12T12:24:00Z
MOV-0000142,STR-001,SKU-103,SALE,-30,2026-07-13T17:32:00Z
MOV-0000143,STR-001,SKU-103,SALE,-37,2026-07-14T10:08:00Z
MOV-0000144,STR-001,SKU-103,SALE,-40,2026-07-15T12:20:00Z
MOV-0000145,STR-001,SKU-103,SALE,-49,2026-07-16T12:48:00Z
MOV-0000146,STR-001,SKU-103,SALE,-44,2026-07-17T14:09:00Z
MOV-0000147,STR-001,SKU-103,DELIVERY,309,2026-07-18T06:26:00Z
MOV-0000148,STR-001,SKU-103,SALE,-56,2026-07-18T14:47:00Z
MOV-0000149,STR-001,SKU-103,SALE,-52,2026-07-19T12:55:00Z
MOV-0000150,STR-001,SKU-103,SALE,-32,2026-07-20T15:52:00Z
MOV-0000151,STR-001,SKU-103,SALE,-41,2026-07-21T15:00:00Z
MOV-0000152,STR-001,SKU-103,SALE,-44,2026-07-22T15:20:00Z
MOV-0000153,STR-001,SKU-103,SALE,-37,2026-07-23T10:46:00Z
MOV-0000154,STR-001,SKU-103,SALE,-47,2026-07-24T12:58:00Z
MOV-0000155,STR-001,SKU-103,DELIVERY,263,2026-07-25T06:12:00Z
MOV-0000156,STR-001,SKU-103,SALE,-47,2026-07-25T10:27:00Z
MOV-0000157,STR-001,SKU-103,SALE,-45,2026-07-26T08:13:00Z
MOV-0000158,STR-001,SKU-103,SALE,-30,2026-07-27T08:27:00Z
MOV-0000159,STR-001,SKU-103,SALE,-36,2026-07-28T17:48:00Z
MOV-0000160,STR-001,SKU-103,SALE,-32,2026-07-29T12:16:00Z
MOV-0000161,STR-001,SKU-103,SALE,-38,2026-07-30T15:39:00Z
MOV-0000162,STR-001,SKU-103,SALE,-35,2026-07-31T17:13:00Z
MOV-0000163,STR-001,SKU-103,DELIVERY,291,2026-08-01T06:35:00Z
MOV-0000164,STR-001,SKU-103,SALE,-41,2026-08-01T12:39:00Z
MOV-0000165,STR-001,SKU-103,SALE,-36,2026-08-02T07:22:00Z
MOV-0000166,STR-001,SKU-103,SALE,-41,2026-08-03T11:24:00Z
MOV-0000167,STR-001,SKU-103,SALE,-44,2026-08-04T08:24:00Z
MOV-0000168,STR-001,SKU-103,SALE,-46,2026-08-05T16:00:00Z
MOV-0000169,STR-001,SKU-103,SALE,-40,2026-08-06T16:40:00Z
MOV-0000170,STR-001,SKU-103,SALE,-43,2026-08-07T16:06:00Z
MOV-0000171,STR-001,SKU-103,DELIVERY,298,2026-08-08T06:21:00Z
MOV-0000172,STR-001,SKU-103,SALE,-64,2026-08-08T13:45:00Z
MOV-0000173,STR-001,SKU-103,SALE,-49,2026-08-09T14:45:00Z
MOV-0000174,STR-001,SKU-103,SALE,-34,2026-08-10T15:13:00Z
MOV-0000175,STR-001,SKU-103,SALE,-30,2026-08-11T07:33:00Z
MOV-0000176,STR-001,SKU-103,SALE,-42,2026-08-12T11:51:00Z
MOV-0000177,STR-001,SKU-103,SALE,-33,2026-08-13T10:42:00Z
MOV-0000178,STR-001,SKU-103,SALE,-46,2026-08-14T13:23:00Z
MOV-0000179,STR-001,SKU-103,DELIVERY,274,2026-08-15T06:36:00Z
MOV-0000180,STR-001,SKU-103,SALE,-45,2026-08-15T18:50:00Z
MOV-0000181,STR-001,SKU-103,SALE,-35,2026-08-16T09:21:00Z
MOV-0000182,STR-001,SKU-103,SALE,-29,2026-08-17T15:49:00Z
MOV-0000183,STR-001,SKU-103,SALE,-33,2026-08-18T13:57:00Z
MOV-0000184,STR-001,SKU-103,SALE,-39,2026-08-19T13:17:00Z
MOV-0000185,STR-001,SKU-103,SALE,-43,2026-08-20T11:35:00Z
MOV-0000186,STR-001,SKU-103,SALE,-50,2026-08-21T09:41:00Z
MOV-0000187,STR-001,SKU-103,DELIVERY,245,2026-08-22T06:24:00Z
MOV-0000188,STR-001,SKU-103,SALE,-49,2026-08-22T11:50:00Z
MOV-0000189,STR-001,SKU-103,SALE,-40,2026-08-23T17:04:00Z
MOV-0000190,STR-001,SKU-103,SALE,-27,2026-08-24T14:42:00Z
MOV-0000191,STR-001,SKU-103,SALE,-28,2026-08-25T17:21:00Z
MOV-0000192,STR-001,SKU-103,SALE,-39,2026-08-26T15:54:00Z
MOV-0000193,STR-001,SKU-103,SALE,-29,2026-08-27T09:35:00Z
MOV-0000194,STR-001,SKU-103,SALE,-33,2026-08-28T17:40:00Z
MOV-0000195,STR-001,SKU-103,DELIVERY,182,2026-08-29T06:12:00Z
MOV-0000196,STR-001,SKU-103,SALE,-50,2026-08-29T09:08:00Z
MOV-0000197,STR-001,SKU-103,SALE,-49,2026-08-30T15:07:00Z
MOV-0000198,STR-001,SKU-103,SALE,-34,2026-08-31T15:12:00Z
MOV-0000199,STR-001,SKU-103,SALE,-49,2026-09-01T11:01:00Z
MOV-0000200,STR-001,SKU-104,SALE,-21,2026-07-06T15:36:00Z
MOV-0000201,STR-001,SKU-104,SALE,-25,2026-07-07T08:57:00Z
MOV-0000202,STR-001,SKU-104,SALE,-21,2026-07-08T12:46:00Z
MOV-0000203,STR-001,SKU-104,SALE,-31,2026-07-09T13:07:00Z
MOV-0000204,STR-001,SKU-104,SALE,-32,2026-07-10T10:00:00Z
MOV-0000205,STR-001,SKU-104,SALE,-31,2026-07-11T14:48:00Z
MOV-0000206,STR-001,SKU-104,DELIVERY,209,2026-07-12T06:06:00Z
MOV-0000207,STR-001,SKU-104,SALE,-37,2026-07-12T14:24:00Z
MOV-0000208,STR-001,SKU-104,SALE,-23,2026-07-13T13:44:00Z
MOV-0000209,STR-001,SKU-104,SALE,-31,2026-07-14T13:40:00Z
MOV-0000210,STR-001,SKU-104,SALE,-27,2026-07-15T07:15:00Z
MOV-0000211,STR-001,SKU-104,SALE,-32,2026-07-16T08:58:00Z
MOV-0000212,STR-001,SKU-104,SALE,-28,2026-07-17T14:37:00Z
MOV-0000213,STR-001,SKU-104,SALE,-31,2026-07-18T10:20:00Z
MOV-0000214,STR-001,SKU-104,DELIVERY,173,2026-07-19T06:22:00Z
MOV-0000215,STR-001,SKU-104,SALE,-33,2026-07-19T09:49:00Z
MOV-0000216,STR-001,SKU-104,SALE,-21,2026-07-20T15:21:00Z
MOV-0000217,STR-001,SKU-104,SALE,-23,2026-07-21T18:36:00Z
MOV-0000218,STR-001,SKU-104,SALE,-20,2026-07-22T07:15:00Z
MOV-0000219,STR-001,SKU-104,SALE,-20,2026-07-23T16:12:00Z
MOV-0000220,STR-001,SKU-104,SALE,-23,2026-07-24T18:32:00Z
MOV-0000221,STR-001,SKU-104,SALE,-33,2026-07-25T10:27:00Z
MOV-0000222,STR-001,SKU-104,DELIVERY,148,2026-07-26T06:22:00Z
MOV-0000223,STR-001,SKU-104,SALE,-23,2026-07-26T15:43:00Z
MOV-0000224,STR-001,SKU-104,SALE,-19,2026-07-27T18:03:00Z
MOV-0000225,STR-001,SKU-104,SALE,-20,2026-07-28T11:49:00Z
MOV-0000226,STR-001,SKU-104,SALE,-22,2026-07-29T08:16:00Z
MOV-0000227,STR-001,SKU-104,SALE,-18,2026-07-30T18:17:00Z
MOV-0000228,STR-001,SKU-104,SALE,-24,2026-07-31T12:24:00Z
MOV-0000229,STR-001,SKU-104,SALE,-22,2026-08-01T14:44:00Z
MOV-0000230,STR-001,SKU-104,DELIVERY,207,2026-08-02T06:14:00Z
MOV-0000231,STR-001,SKU-104,SALE,-25,2026-08-02T16:13:00Z
MOV-0000232,STR-001,SKU-104,SALE,-27,2026-08-03T17:41:00Z
MOV-0000233,STR-001,SKU-104,SALE,-28,2026-08-04T12:40:00Z
MOV-0000234,STR-001,SKU-104,SALE,-31,2026-08-05T10:31:00Z
MOV-0000235,STR-001,SKU-104,SALE,-30,2026-08-06T10:00:00Z
MOV-0000236,STR-001,SKU-104,SALE,-30,2026-08-07T13:38:00Z
MOV-0000237,STR-001,SKU-104,SALE,-36,2026-08-08T14:05:00Z
MOV-0000238,STR-001,SKU-104,DELIVERY,213,2026-08-09T06:01:00Z
MOV-0000239,STR-001,SKU-104,SALE,-26,2026-08-09T08:29:00Z
MOV-0000240,STR-001,SKU-104,SALE,-23,2026-08-10T07:20:00Z
MOV-0000241,STR-001,SKU-104,SALE,-26,2026-08-11T14:02:00Z
MOV-0000242,STR-001,SKU-104,SALE,-31,2026-08-12T13:15:00Z
MOV-0000243,STR-001,SKU-104,SALE,-35,2026-08-13T08:32:00Z
MOV-0000244,STR-001,SKU-104,SALE,-35,2026-08-14T18:03:00Z
MOV-0000245,STR-001,SKU-104,SALE,-37,2026-08-15T08:25:00Z
MOV-0000246,STR-001,SKU-104,DELIVERY,172,2026-08-16T06:51:00Z
MOV-0000247,STR-001,SKU-104,SALE,-27,2026-08-16T16:53:00Z
MOV-0000248,STR-001,SKU-104,SALE,-21,2026-08-17T18:07:00Z
MOV-0000249,STR-001,SKU-104,SALE,-25,2026-08-18T09:50:00Z
MOV-0000250,STR-001,SKU-104,SALE,-20,2026-08-19T15:45:00Z
MOV-0000251,STR-001,SKU-104,SALE,-26,2026-08-20T14:57:00Z
MOV-0000252,STR-001,SKU-104,SALE,-28,2026-08-21T08:18:00Z
MOV-0000253,STR-001,SKU-104,SALE,-25,2026-08-22T07:57:00Z
MOV-0000254,STR-001,SKU-104,DELIVERY,167,2026-08-23T06:24:00Z
MOV-0000255,STR-001,SKU-104,SALE,-32,2026-08-23T09:25:00Z
MOV-0000256,STR-001,SKU-104,SALE,-21,2026-08-24T07:47:00Z
MOV-0000257,STR-001,SKU-104,SALE,-17,2026-08-25T09:53:00Z
MOV-0000258,STR-001,SKU-104,SALE,-24,2026-08-26T11:12:00Z
MOV-0000259,STR-001,SKU-104,SALE,-23,2026-08-27T14:43:00Z
MOV-0000260,STR-001,SKU-104,SALE,-26,2026-08-28T18:12:00Z
MOV-0000261,STR-001,SKU-104,SALE,-24,2026-08-29T09:40:00Z
MOV-0000262,STR-001,SKU-104,DELIVERY,76,2026-08-30T06:26:00Z
MOV-0000263,STR-001,SKU-104,SALE,-29,2026-08-30T10:19:00Z
MOV-0000264,STR-001,SKU-104,SALE,-26,2026-08-31T10:26:00Z
MOV-0000265,STR-001,SKU-104,SALE,-21,2026-09-01T18:33:00Z
MOV-0000266,STR-001,SKU-105,SALE,-21,2026-07-06T13:37:00Z
MOV-0000267,STR-001,SKU-105,SALE,-16,2026-07-07T17:51:00Z
MOV-0000268,STR-001,SKU-105,SALE,-22,2026-07-08T09:16:00Z
MOV-0000269,STR-001,SKU-105,SALE,-24,2026-07-09T15:38:00Z
MOV-0000270,STR-001,SKU-105,SALE,-26,2026-07-10T10:41:00Z
MOV-0000271,STR-001,SKU-105,DELIVERY,148,2026-07-11T06:11:00Z
MOV-0000272,STR-001,SKU-105,SALE,-33,2026-07-11T15:53:00Z
MOV-0000273,STR-001,SKU-105,SALE,-29,2026-07-12T10:38:00Z
MOV-0000274,STR-001,SKU-105,SALE,-16,2026-07-13T10:54:00Z
MOV-0000275,STR-001,SKU-105,SALE,-15,2026-07-14T11:24:00Z
MOV-0000276,STR-001,SKU-105,SALE,-16,2026-07-15T13:40:00Z
MOV-0000277,STR-001,SKU-105,SALE,-15,2026-07-16T10:46:00Z
MOV-0000278,STR-001,SKU-105,SALE,-24,2026-07-17T09:38:00Z
MOV-0000279,STR-001,SKU-105,DELIVERY,151,2026-07-18T06:30:00Z
MOV-0000280,STR-001,SKU-105,SALE,-21,2026-07-18T08:54:00Z
MOV-0000281,STR-001,SKU-105,SALE,-24,2026-07-19T17:46:00Z
MOV-0000282,STR-001,SKU-105,SALE,-18,2026-07-20T11:28:00Z
MOV-0000283,STR-001,SKU-105,SALE,-23,2026-07-21T13:11:00Z
MOV-0000284,STR-001,SKU-105,SALE,-20,2026-07-22T12:57:00Z
MOV-0000285,STR-001,SKU-105,SALE,-24,2026-07-23T16:42:00Z
MOV-0000286,STR-001,SKU-105,SALE,-21,2026-07-24T12:27:00Z
MOV-0000287,STR-001,SKU-105,DELIVERY,176,2026-07-25T06:04:00Z
MOV-0000288,STR-001,SKU-105,SALE,-31,2026-07-25T14:23:00Z
MOV-0000289,STR-001,SKU-105,SALE,-27,2026-07-26T12:24:00Z
MOV-0000290,STR-001,SKU-105,SALE,-23,2026-07-27T14:41:00Z
MOV-0000291,STR-001,SKU-105,SALE,-21,2026-07-28T08:52:00Z
MOV-0000292,STR-001,SKU-105,SALE,-22,2026-07-29T08:14:00Z
MOV-0000293,STR-001,SKU-105,SALE,-24,2026-07-30T12:32:00Z
MOV-0000294,STR-001,SKU-105,SALE,-28,2026-07-31T14:44:00Z
MOV-0000295,STR-001,SKU-105,DELIVERY,135,2026-08-01T06:19:00Z
MOV-0000296,STR-001,SKU-105,SALE,-27,2026-08-01T18:37:00Z
MOV-0000297,STR-001,SKU-105,SALE,-26,2026-08-02T16:10:00Z
MOV-0000298,STR-001,SKU-105,SALE,-14,2026-08-03T10:27:00Z
MOV-0000299,STR-001,SKU-105,SALE,-16,2026-08-04T16:29:00Z
MOV-0000300,STR-001,SKU-105,SALE,-14,2026-08-05T14:13:00Z
MOV-0000301,STR-001,SKU-105,SALE,-19,2026-08-06T16:39:00Z
MOV-0000302,STR-001,SKU-105,SALE,-19,2026-08-07T18:27:00Z
MOV-0000303,STR-001,SKU-105,DELIVERY,146,2026-08-08T06:22:00Z
MOV-0000304,STR-001,SKU-105,SALE,-24,2026-08-08T10:26:00Z
MOV-0000305,STR-001,SKU-105,SALE,-21,2026-08-09T18:33:00Z
MOV-0000306,STR-001,SKU-105,SALE,-16,2026-08-10T09:27:00Z
MOV-0000307,STR-001,SKU-105,SALE,-15,2026-08-11T07:16:00Z
MOV-0000308,STR-001,SKU-105,SALE,-21,2026-08-12T15:50:00Z
MOV-0000309,STR-001,SKU-105,SALE,-24,2026-08-13T18:21:00Z
MOV-0000310,STR-001,SKU-105,SALE,-25,2026-08-14T14:56:00Z
MOV-0000311,STR-001,SKU-105,DELIVERY,148,2026-08-15T06:25:00Z
MOV-0000312,STR-001,SKU-105,SALE,-26,2026-08-15T07:22:00Z
MOV-0000313,STR-001,SKU-105,SALE,-21,2026-08-16T12:05:00Z
MOV-0000314,STR-001,SKU-105,SALE,-18,2026-08-17T07:16:00Z
MOV-0000315,STR-001,SKU-105,SALE,-19,2026-08-18T07:48:00Z
MOV-0000316,STR-001,SKU-105,SALE,-23,2026-08-19T10:57:00Z
MOV-0000317,STR-001,SKU-105,SALE,-18,2026-08-20T08:41:00Z
MOV-0000318,STR-001,SKU-105,SALE,-23,2026-08-21T10:28:00Z
MOV-0000319,STR-001,SKU-105,DELIVERY,146,2026-08-22T06:26:00Z
MOV-0000320,STR-001,SKU-105,SALE,-22,2026-08-22T12:49:00Z
MOV-0000321,STR-001,SKU-105,SALE,-26,2026-08-23T18:48:00Z
MOV-0000322,STR-001,SKU-105,SALE,-16,2026-08-24T13:57:00Z
MOV-0000323,STR-001,SKU-105,SALE,-19,2026-08-25T09:01:00Z
MOV-0000324,STR-001,SKU-105,SALE,-17,2026-08-26T16:23:00Z
MOV-0000325,STR-001,SKU-105,SALE,-24,2026-08-27T13:16:00Z
MOV-0000326,STR-001,SKU-105,SALE,-22,2026-08-28T08:55:00Z
MOV-0000327,STR-001,SKU-105,DELIVERY,75,2026-08-29T06:05:00Z
MOV-0000328,STR-001,SKU-105,SALE,-21,2026-08-29T15:40:00Z
MOV-0000329,STR-001,SKU-105,SALE,-22,2026-08-30T07:20:00Z
MOV-0000330,STR-001,SKU-105,SALE,-14,2026-08-31T13:00:00Z
MOV-0000331,STR-001,SKU-105,SALE,-18,2026-09-01T14:00:00Z
MOV-0000332,STR-001,SKU-201,SALE,-35,2026-07-06T07:53:00Z
MOV-0000333,STR-001,SKU-201,SALE,-33,2026-07-07T07:20:00Z
MOV-0000334,STR-001,SKU-201,SALE,-30,2026-07-08T12:34:00Z
MOV-0000335,STR-001,SKU-201,SALE,-37,2026-07-09T09:42:00Z
MOV-0000336,STR-001,SKU-201,DELIVERY,275,2026-07-10T06:07:00Z
MOV-0000337,STR-001,SKU-201,SALE,-44,2026-07-10T16:26:00Z
MOV-0000338,STR-001,SKU-201,SALE,-50,2026-07-11T17:52:00Z
MOV-0000339,STR-001,SKU-201,SALE,-48,2026-07-12T10:24:00Z
