STR-005,SKU-201,230,132,2026-09-01T05:30:00Z
STR-005,SKU-202,174,109,2026-09-01T05:30:00Z
STR-005,SKU-203,185,140,2026-09-01T05:30:00Z
STR-005,SKU-204,103,30,2026-09-01T05:30:00Z
STR-005,SKU-301,159,77,2026-09-01T05:30:00Z
STR-005,SKU-302,265,57,2026-09-01T05:30:00Z
STR-005,SKU-303,54,54,2026-09-01T05:30:00Z
STR-005,SKU-304,159,85,2026-09-01T05:30:00Z
STR-005,SKU-401,84,84,2026-09-01T05:30:00Z
STR-005,SKU-402,70,56,2026-09-01T05:30:00Z
STR-005,SKU-403,224,91,2026-09-01T05:30:00Z
STR-005,SKU-501,49,28,2026-09-01T05:30:00Z
STR-005,SKU-502,28,21,2026-09-01T05:30:00Z
STR-005,SKU-503,43,25,2026-09-01T05:30:00Z
STR-005,SKU-504,36,32,2026-09-01T05:30:00Z
STR-005,SKU-601,145,40,2026-09-01T05:30:00Z
STR-005,SKU-602,92,78,2026-09-01T05:30:00Z
STR-005,SKU-603,151,46,2026-09-01T05:30:00Z
STR-005,SKU-604,101,41,2026-09-01T05:30:00Z
STR-005,SKU-701,17,16,2026-09-01T05:30:00Z
STR-006,SKU-101,202,101,2026-09-01T05:30:00Z
STR-006,SKU-102,364,176,2026-09-01T05:30:00Z
STR-006,SKU-103,340,120,2026-09-01T05:30:00Z
STR-006,SKU-104,124,83,2026-09-01T05:30:00Z
STR-006,SKU-105,80,47,2026-09-01T05:30:00Z
STR-006,SKU-201,95,95,2026-09-01T05:30:00Z
STR-006,SKU-202,141,94,2026-09-01T05:30:00Z
STR-006,SKU-203,232,99,2026-09-01T05:30:00Z
STR-006,SKU-204,106,54,2026-09-01T05:30:00Z
STR-006,SKU-301,135,103,2026-09-01T05:30:00Z
STR-006,SKU-302,208,55,2026-09-01T05:30:00Z
STR-006,SKU-303,212,64,2026-09-01T05:30:00Z
STR-006,SKU-304,207,76,2026-09-01T05:30:00Z
STR-006,SKU-401,147,95,2026-09-01T05:30:00Z
STR-006,SKU-402,143,50,2026-09-01T05:30:00Z
STR-006,SKU-403,59,59,2026-09-01T05:30:00Z
STR-006,SKU-501,41,37,2026-09-01T05:30:00Z
STR-006,SKU-502,25,17,2026-09-01T05:30:00Z
STR-006,SKU-503,27,25,2026-09-01T05:30:00Z
STR-006,SKU-504,31,23,2026-09-01T05:30:00Z
STR-006,SKU-601,38,38,2026-09-01T05:30:00Z
STR-006,SKU-602,108,50,2026-09-01T05:30:00Z
STR-006,SKU-603,91,63,2026-09-01T05:30:00Z
STR-006,SKU-604,46,46,2026-09-01T05:30:00Z
STR-006,SKU-701,22,22,2026-09-01T05:30:00Z
